RSS,elapsed,cpu.sys,.user,k,n_words,approach,execution
89324,0:07.61,1.36,6.22,6,13,by_document,14
88868,0:07.68,1.44,6.21,6,13,by_document,15
88944,0:07.58,1.48,6.09,6,13,by_document,16
89380,0:07.63,1.52,6.1,6,13,by_document,17
88852,0:07.59,1.42,6.16,6,13,by_document,18
89288,0:07.63,1.37,6.25,6,13,by_document,19
88984,0:07.73,1.46,6.22,6,13,by_document,20
89452,0:07.72,1.44,6.27,6,13,by_document,21
89428,0:07.62,1.42,6.19,6,13,by_document,22
88980,0:07.62,1.44,6.18,6,13,by_document,23
88916,0:07.69,1.4,6.26,6,13,by_document,24
89316,0:07.68,1.54,6.14,6,13,by_document,25
88928,0:07.84,1.49,6.34,6,13,by_document,26
88976,0:07.61,1.51,6.1,6,13,by_document,27
88956,0:07.77,1.49,6.26,6,13,by_document,28
88812,0:07.66,1.48,6.18,6,13,by_document,29
88912,0:07.71,1.49,6.21,6,13,by_document,30
88840,0:07.64,1.46,6.17,6,14,by_document,1
89200,0:07.62,1.47,6.14,6,14,by_document,2
88884,0:07.80,1.39,6.38,6,14,by_document,3
88884,0:07.79,1.58,6.21,6,14,by_document,4
88884,0:07.65,1.4,6.23,6,14,by_document,5
88956,0:07.76,1.6,6.1,6,14,by_document,6
89056,0:07.72,1.5,6.2,6,14,by_document,7
89260,0:07.75,1.54,6.2,6,14,by_document,8
89436,0:07.76,1.4,6.34,6,14,by_document,9
89000,0:07.63,1.43,6.2,6,14,by_document,10
88980,0:07.59,1.48,6.11,6,14,by_document,11
89356,0:07.74,1.4,6.32,6,14,by_document,12
89300,0:07.88,1.42,6.44,6,14,by_document,13
88984,0:07.66,1.49,6.16,6,14,by_document,14
88980,0:07.68,1.46,6.2,6,14,by_document,15
88864,0:07.65,1.32,6.32,6,14,by_document,16
88944,0:07.60,1.34,6.26,6,14,by_document,17
89360,0:07.86,1.56,6.3,6,14,by_document,18
89476,0:07.60,1.37,6.23,6,14,by_document,19
89080,0:07.62,1.44,6.18,6,14,by_document,20
88960,0:07.66,1.42,6.23,6,14,by_document,21
89436,0:07.61,1.34,6.26,6,14,by_document,22
89360,0:07.67,1.48,6.18,6,14,by_document,23
88896,0:07.61,1.42,6.18,6,14,by_document,24
89180,0:07.68,1.36,6.31,6,14,by_document,25
89056,0:07.70,1.51,6.18,6,14,by_document,26
89172,0:07.61,1.54,6.06,6,14,by_document,27
88992,0:07.58,1.26,6.31,6,14,by_document,28
88896,0:07.59,1.43,6.15,6,14,by_document,29
89000,0:07.68,1.41,6.24,6,14,by_document,30
89368,0:07.61,1.48,6.12,6,15,by_document,1
88804,0:07.76,1.52,6.22,6,15,by_document,2
89296,0:07.69,1.53,6.14,6,15,by_document,3
89168,0:07.60,1.42,6.18,6,15,by_document,4
89004,0:07.61,1.31,6.3,6,15,by_document,5
89280,0:07.73,1.44,6.27,6,15,by_document,6
88756,0:07.64,1.54,6.1,6,15,by_document,7
88892,0:07.80,1.56,6.22,6,15,by_document,8
89204,0:07.59,1.45,6.14,6,15,by_document,9
89360,0:07.64,1.42,6.21,6,15,by_document,10
89324,0:07.72,1.48,6.2,6,15,by_document,11
88824,0:07.63,1.47,6.15,6,15,by_document,12
89180,0:07.61,1.49,6.11,6,15,by_document,13
88880,0:07.61,1.54,6.06,6,15,by_document,14
88920,0:07.67,1.51,6.15,6,15,by_document,15
88884,0:07.76,1.48,6.24,6,15,by_document,16
88940,0:07.64,1.43,6.2,6,15,by_document,17
89048,0:07.65,1.33,6.31,6,15,by_document,18
88996,0:07.66,1.41,6.24,6,15,by_document,19
88916,0:07.67,1.5,6.16,6,15,by_document,20
89356,0:07.79,1.56,6.16,6,15,by_document,21
89328,0:07.72,1.41,6.3,6,15,by_document,22
88980,0:07.66,1.42,6.24,6,15,by_document,23
89004,0:07.66,1.43,6.23,6,15,by_document,24
89368,0:07.67,1.52,6.13,6,15,by_document,25
88836,0:07.74,1.36,6.34,6,15,by_document,26
89192,0:07.68,1.51,6.14,6,15,by_document,27
88988,0:07.65,1.52,6.13,6,15,by_document,28
88920,0:07.73,1.5,6.22,6,15,by_document,29
89012,0:07.70,1.41,6.28,6,15,by_document,30
83892,0:01.18,0.04,1.12,6,1,by_term,1
83916,0:01.18,0.04,1.13,6,1,by_term,2
83992,0:01.18,0.05,1.12,6,1,by_term,3
83840,0:01.20,0.06,1.13,6,1,by_term,4
83960,0:01.19,0.06,1.12,6,1,by_term,5
83864,0:01.20,0.07,1.12,6,1,by_term,6
84056,0:01.19,0.05,1.14,6,1,by_term,7
83916,0:01.19,0.06,1.13,6,1,by_term,8
84060,0:01.19,0.02,1.16,6,1,by_term,9
83924,0:01.20,0.04,1.15,6,1,by_term,10
84004,0:01.18,0.06,1.12,6,1,by_term,11
84096,0:01.18,0.02,1.14,6,1,by_term,12
84328,0:01.21,0.04,1.16,6,1,by_term,13
84088,0:01.18,0.04,1.14,6,1,by_term,14
84224,0:01.19,0.05,1.14,6,1,by_term,15
84316,0:01.18,0.05,1.12,6,1,by_term,16
83844,0:01.18,0.06,1.12,6,1,by_term,17
84208,0:01.18,0.03,1.15,6,1,by_term,18
83960,0:01.19,0.04,1.14,6,1,by_term,19
83880,0:01.20,0.03,1.15,6,1,by_term,20
83808,0:01.19,0.04,1.15,6,1,by_term,21
83824,0:01.19,0.03,1.16,6,1,by_term,22
84276,0:01.19,0.05,1.14,6,1,by_term,23
83788,0:01.19,0.04,1.14,6,1,by_term,24
83764,0:01.19,0.05,1.14,6,1,by_term,25
83972,0:01.18,0.03,1.14,6,1,by_term,26
84388,0:01.19,0.06,1.12,6,1,by_term,27
83972,0:01.20,0.03,1.16,6,1,by_term,28
84064,0:01.18,0.03,1.15,6,1,by_term,29
84276,0:01.18,0.05,1.12,6,1,by_term,30
83836,0:01.19,0.04,1.14,6,2,by_term,1
83928,0:01.20,0.04,1.16,6,2,by_term,2
84228,0:01.21,0.06,1.14,6,2,by_term,3
83976,0:01.21,0.04,1.16,6,2,by_term,4
83916,0:01.19,0.06,1.12,6,2,by_term,5
84148,0:01.19,0.03,1.15,6,2,by_term,6
83804,0:01.18,0.02,1.15,6,2,by_term,7
83972,0:01.19,0.04,1.15,6,2,by_term,8
84312,0:01.19,0.04,1.13,6,2,by_term,9
83996,0:01.20,0.04,1.14,6,2,by_term,10
83980,0:01.18,0.05,1.12,6,2,by_term,11
84112,0:01.21,0.03,1.17,6,2,by_term,12
83908,0:01.21,0.08,1.13,6,2,by_term,13
83880,0:01.19,0.07,1.11,6,2,by_term,14
84252,0:01.21,0.03,1.17,6,2,by_term,15
84432,0:01.20,0.04,1.15,6,2,by_term,16
83948,0:01.20,0.04,1.16,6,2,by_term,17
84192,0:01.20,0.02,1.16,6,2,by_term,18
84256,0:01.20,0.03,1.16,6,2,by_term,19
83796,0:01.19,0.02,1.16,6,2,by_term,20
83908,0:01.18,0.06,1.1,6,2,by_term,21
83904,0:01.18,0.02,1.16,6,2,by_term,22
83968,0:01.22,0.04,1.17,6,2,by_term,23
84400,0:01.19,0.04,1.15,6,2,by_term,24
83880,0:01.19,0.08,1.1,6,2,by_term,25
83932,0:01.20,0.05,1.14,6,2,by_term,26
83792,0:01.21,0.06,1.14,6,2,by_term,27
83856,0:01.21,0.03,1.18,6,2,by_term,28
83992,0:01.19,0.05,1.14,6,2,by_term,29
84264,0:01.19,0.03,1.16,6,2,by_term,30
83988,0:01.20,0.03,1.16,6,3,by_term,1
84276,0:01.18,0.04,1.14,6,3,by_term,2
84292,0:01.20,0.04,1.14,6,3,by_term,3
83816,0:01.19,0.07,1.11,6,3,by_term,4
83928,0:01.19,0.04,1.15,6,3,by_term,5
84268,0:01.18,0.01,1.16,6,3,by_term,6
83912,0:01.19,0.06,1.13,6,3,by_term,7
84060,0:01.20,0.06,1.14,6,3,by_term,8
83792,0:01.19,0.03,1.16,6,3,by_term,9
83916,0:01.18,0.06,1.12,6,3,by_term,10
83856,0:01.19,0.04,1.14,6,3,by_term,11
84072,0:01.22,0.04,1.16,6,3,by_term,12
83976,0:01.22,0.04,1.18,6,3,by_term,13
84080,0:01.19,0.05,1.14,6,3,by_term,14
84404,0:01.19,0.03,1.15,6,3,by_term,15
83932,0:01.19,0.06,1.12,6,3,by_term,16
83956,0:01.18,0.07,1.11,6,3,by_term,17
83936,0:01.20,0.03,1.16,6,3,by_term,18
84188,0:01.18,0.04,1.13,6,3,by_term,19
84380,0:01.20,0.05,1.14,6,3,by_term,20
84336,0:01.19,0.02,1.15,6,3,by_term,21
84212,0:01.18,0.03,1.14,6,3,by_term,22
84160,0:01.18,0.03,1.14,6,3,by_term,23
83936,0:01.19,0.06,1.12,6,3,by_term,24
84000,0:01.18,0.06,1.12,6,3,by_term,25
84384,0:01.19,0.05,1.14,6,3,by_term,26
84448,0:01.19,0.04,1.15,6,3,by_term,27
84244,0:01.21,0.04,1.17,6,3,by_term,28
83848,0:01.20,0.05,1.14,6,3,by_term,29
84240,0:01.19,0.06,1.12,6,3,by_term,30
83928,0:01.18,0.06,1.12,6,4,by_term,1
84092,0:01.18,0.04,1.13,6,4,by_term,2
83924,0:01.20,0.04,1.14,6,4,by_term,3
83824,0:01.18,0.02,1.16,6,4,by_term,4
84272,0:01.18,0.05,1.12,6,4,by_term,5
83884,0:01.19,0.04,1.15,6,4,by_term,6
83936,0:01.19,0.04,1.15,6,4,by_term,7
83896,0:01.20,0.05,1.14,6,4,by_term,8
83884,0:01.18,0.02,1.16,6,4,by_term,9
83996,0:01.19,0.07,1.11,6,4,by_term,10
83948,0:01.19,0.04,1.14,6,4,by_term,11
84144,0:01.18,0.04,1.14,6,4,by_term,12
84236,0:01.19,0.08,1.1,6,4,by_term,13
83824,0:01.20,0.04,1.16,6,4,by_term,14
83796,0:01.19,0.06,1.12,6,4,by_term,15
83828,0:01.20,0.05,1.15,6,4,by_term,16
84280,0:01.17,0.06,1.1,6,4,by_term,17
83812,0:01.20,0.04,1.16,6,4,by_term,18
83948,0:01.18,0.05,1.11,6,4,by_term,19
83892,0:01.19,0.04,1.14,6,4,by_term,20
83972,0:01.17,0.04,1.12,6,4,by_term,21
83940,0:01.19,0.04,1.14,6,4,by_term,22
84004,0:01.19,0.06,1.13,6,4,by_term,23
84132,0:01.19,0.05,1.13,6,4,by_term,24
84300,0:01.18,0.06,1.12,6,4,by_term,25
83748,0:01.18,0.03,1.14,6,4,by_term,26
84008,0:01.19,0.04,1.15,6,4,by_term,27
83984,0:01.17,0.04,1.12,6,4,by_term,28
83948,0:01.17,0.04,1.12,6,4,by_term,29
84384,0:01.20,0.07,1.13,6,4,by_term,30
84092,0:01.19,0.04,1.14,6,5,by_term,1
84004,0:01.21,0.05,1.15,6,5,by_term,2
83812,0:01.18,0.03,1.14,6,5,by_term,3
83800,0:01.20,0.04,1.16,6,5,by_term,4
84236,0:01.22,0.04,1.17,6,5,by_term,5
84028,0:01.20,0.05,1.14,6,5,by_term,6
83960,0:01.19,0.06,1.12,6,5,by_term,7
83832,0:01.20,0.02,1.16,6,5,by_term,8
83808,0:01.20,0.03,1.16,6,5,by_term,9
84320,0:01.20,0.05,1.14,6,5,by_term,10
83920,0:01.19,0.04,1.15,6,5,by_term,11
83904,0:01.19,0.07,1.12,6,5,by_term,12
84212,0:01.19,0.05,1.14,6,5,by_term,13
83776,0:01.18,0.06,1.12,6,5,by_term,14
83972,0:01.18,0.04,1.14,6,5,by_term,15
84308,0:01.19,0.04,1.15,6,5,by_term,16
83928,0:01.18,0.04,1.13,6,5,by_term,17
83956,0:01.18,0.06,1.11,6,5,by_term,18
83984,0:01.20,0.06,1.14,6,5,by_term,19
84052,0:01.19,0.05,1.12,6,5,by_term,20
84300,0:01.18,0.05,1.13,6,5,by_term,21
83952,0:01.19,0.04,1.14,6,5,by_term,22
83836,0:01.18,0.02,1.16,6,5,by_term,23
84076,0:01.18,0.06,1.11,6,5,by_term,24
84004,0:01.18,0.04,1.13,6,5,by_term,25
83924,0:01.18,0.04,1.13,6,5,by_term,26
84004,0:01.18,0.04,1.13,6,5,by_term,27
84204,0:01.19,0.05,1.13,6,5,by_term,28
83884,0:01.20,0.04,1.15,6,5,by_term,29
84264,0:01.19,0.06,1.12,6,5,by_term,30
84284,0:01.18,0.02,1.16,6,6,by_term,1
83804,0:01.19,0.04,1.14,6,6,by_term,2
83992,0:01.18,0.04,1.14,6,6,by_term,3
83904,0:01.19,0.03,1.16,6,6,by_term,4
83812,0:01.19,0.05,1.14,6,6,by_term,5
83892,0:01.18,0.04,1.13,6,6,by_term,6
83928,0:01.18,0.04,1.14,6,6,by_term,7
84200,0:01.20,0.03,1.16,6,6,by_term,8
84296,0:01.18,0.04,1.14,6,6,by_term,9
83896,0:01.19,0.06,1.13,6,6,by_term,10
84408,0:01.19,0.06,1.13,6,6,by_term,11
84324,0:01.17,0.01,1.15,6,6,by_term,12
83912,0:01.22,0.03,1.18,6,6,by_term,13
83796,0:01.19,0.07,1.12,6,6,by_term,14
83948,0:01.18,0.04,1.13,6,6,by_term,15
84228,0:01.19,0.03,1.16,6,6,by_term,16
84352,0:01.19,0.04,1.13,6,6,by_term,17
84244,0:01.18,0.05,1.13,6,6,by_term,18
83964,0:01.18,0.04,1.13,6,6,by_term,19
84240,0:01.23,0.04,1.17,6,6,by_term,20
84376,0:01.19,0.04,1.14,6,6,by_term,21
84344,0:01.20,0.03,1.16,6,6,by_term,22
83872,0:01.18,0.06,1.11,6,6,by_term,23
84264,0:01.19,0.06,1.13,6,6,by_term,24
84296,0:01.19,0.04,1.15,6,6,by_term,25
84216,0:01.20,0.02,1.17,6,6,by_term,26
84076,0:01.20,0.05,1.13,6,6,by_term,27
83948,0:01.18,0.06,1.1,6,6,by_term,28
83824,0:01.20,0.04,1.15,6,6,by_term,29
84320,0:01.19,0.02,1.16,6,6,by_term,30
83828,0:01.19,0.04,1.14,6,7,by_term,1
83904,0:01.21,0.04,1.16,6,7,by_term,2
83816,0:01.18,0.05,1.12,6,7,by_term,3
83984,0:01.19,0.05,1.13,6,7,by_term,4
84324,0:01.19,0.04,1.15,6,7,by_term,5
83924,0:01.20,0.04,1.15,6,7,by_term,6
83976,0:01.20,0.04,1.16,6,7,by_term,7
84236,0:01.22,0.04,1.17,6,7,by_term,8
83932,0:01.19,0.06,1.12,6,7,by_term,9
84396,0:01.21,0.03,1.18,6,7,by_term,10
84228,0:01.19,0.06,1.12,6,7,by_term,11
83796,0:01.19,0.03,1.16,6,7,by_term,12
83948,0:01.19,0.04,1.14,6,7,by_term,13
84008,0:01.19,0.04,1.13,6,7,by_term,14
83912,0:01.19,0.05,1.14,6,7,by_term,15
83916,0:01.18,0.02,1.15,6,7,by_term,16
84380,0:01.19,0.02,1.16,6,7,by_term,17
84100,0:01.38,0.06,1.32,6,7,by_term,18
84136,0:01.21,0.04,1.16,6,7,by_term,19
83752,0:01.20,0.03,1.16,6,7,by_term,20
83968,0:01.18,0.04,1.13,6,7,by_term,21
83840,0:01.18,0.04,1.14,6,7,by_term,22
84252,0:01.18,0.07,1.1,6,7,by_term,23
83920,0:01.22,0.04,1.16,6,7,by_term,24
84308,0:01.19,0.04,1.14,6,7,by_term,25
83976,0:01.19,0.05,1.14,6,7,by_term,26
83912,0:01.18,0.08,1.1,6,7,by_term,27
83916,0:01.21,0.03,1.18,6,7,by_term,28
83980,0:01.20,0.05,1.13,6,7,by_term,29
83816,0:01.18,0.04,1.14,6,7,by_term,30
84324,0:01.20,0.02,1.18,6,8,by_term,1
84192,0:01.19,0.04,1.14,6,8,by_term,2
83864,0:01.19,0.05,1.14,6,8,by_term,3
84324,0:01.21,0.06,1.15,6,8,by_term,4
83904,0:01.23,0.04,1.17,6,8,by_term,5
83976,0:01.18,0.05,1.12,6,8,by_term,6
83968,0:01.19,0.04,1.14,6,8,by_term,7
83812,0:01.20,0.04,1.14,6,8,by_term,8
83828,0:01.20,0.04,1.16,6,8,by_term,9
83844,0:01.18,0.06,1.12,6,8,by_term,10
83916,0:01.19,0.06,1.13,6,8,by_term,11
83940,0:01.19,0.05,1.13,6,8,by_term,12
83896,0:01.20,0.06,1.12,6,8,by_term,13
84004,0:01.19,0.04,1.15,6,8,by_term,14
83976,0:01.23,0.06,1.17,6,8,by_term,15
84240,0:01.18,0.03,1.14,6,8,by_term,16
84360,0:01.20,0.05,1.14,6,8,by_term,17
84392,0:01.20,0.04,1.15,6,8,by_term,18
84060,0:01.19,0.03,1.15,6,8,by_term,19
84272,0:01.18,0.04,1.14,6,8,by_term,20
84232,0:01.20,0.03,1.16,6,8,by_term,21
83892,0:01.19,0.03,1.15,6,8,by_term,22
84212,0:01.19,0.04,1.15,6,8,by_term,23
83940,0:01.21,0.05,1.16,6,8,by_term,24
84336,0:01.21,0.03,1.16,6,8,by_term,25
84252,0:01.18,0.05,1.13,6,8,by_term,26
83812,0:01.21,0.04,1.16,6,8,by_term,27
83912,0:01.18,0.03,1.14,6,8,by_term,28
84104,0:01.20,0.04,1.15,6,8,by_term,29
83940,0:01.21,0.06,1.14,6,8,by_term,30
83964,0:01.19,0.04,1.15,6,9,by_term,1
84280,0:01.19,0.05,1.12,6,9,by_term,2
84196,0:01.17,0.05,1.12,6,9,by_term,3
84432,0:01.20,0.05,1.15,6,9,by_term,4
83912,0:01.21,0.05,1.15,6,9,by_term,5
84420,0:01.18,0.03,1.14,6,9,by_term,6
83936,0:01.20,0.06,1.14,6,9,by_term,7
84200,0:01.20,0.05,1.14,6,9,by_term,8
83956,0:01.18,0.04,1.13,6,9,by_term,9
84316,0:01.19,0.04,1.14,6,9,by_term,10
84008,0:01.18,0.04,1.14,6,9,by_term,11
83920,0:01.19,0.03,1.15,6,9,by_term,12
84272,0:01.18,0.06,1.12,6,9,by_term,13
83976,0:01.21,0.06,1.14,6,9,by_term,14
84328,0:01.21,0.04,1.16,6,9,by_term,15
83920,0:01.20,0.04,1.15,6,9,by_term,16
83936,0:01.21,0.04,1.16,6,9,by_term,17
83972,0:01.19,0.02,1.17,6,9,by_term,18
83888,0:01.20,0.04,1.14,6,9,by_term,19
84416,0:01.18,0.06,1.1,6,9,by_term,20
83972,0:01.20,0.02,1.17,6,9,by_term,21
83800,0:01.22,0.07,1.14,6,9,by_term,22
83904,0:01.20,0.03,1.16,6,9,by_term,23
84088,0:01.18,0.02,1.15,6,9,by_term,24
84012,0:01.21,0.02,1.18,6,9,by_term,25
83912,0:01.18,0.05,1.12,6,9,by_term,26
83916,0:01.21,0.02,1.18,6,9,by_term,27
83968,0:01.22,0.04,1.16,6,9,by_term,28
83920,0:01.19,0.03,1.15,6,9,by_term,29
83832,0:01.18,0.04,1.14,6,9,by_term,30
83992,0:01.22,0.03,1.18,6,10,by_term,1
84288,0:01.20,0.05,1.13,6,10,by_term,2
83792,0:01.20,0.04,1.14,6,10,by_term,3
83964,0:01.22,0.04,1.17,6,10,by_term,4
84064,0:01.22,0.04,1.17,6,10,by_term,5
84008,0:01.19,0.03,1.16,6,10,by_term,6
83788,0:01.18,0.04,1.12,6,10,by_term,7
83848,0:01.18,0.06,1.12,6,10,by_term,8
84296,0:01.18,0.06,1.12,6,10,by_term,9
83956,0:01.20,0.04,1.14,6,10,by_term,10
83888,0:01.19,0.05,1.14,6,10,by_term,11
83916,0:01.19,0.06,1.12,6,10,by_term,12
83828,0:01.22,0.03,1.19,6,10,by_term,13
84228,0:01.19,0.04,1.15,6,10,by_term,14
83944,0:01.21,0.04,1.16,6,10,by_term,15
84012,0:01.19,0.04,1.14,6,10,by_term,16
84000,0:01.18,0.03,1.14,6,10,by_term,17
83744,0:01.21,0.03,1.17,6,10,by_term,18
83960,0:01.19,0.04,1.14,6,10,by_term,19
83948,0:01.21,0.06,1.14,6,10,by_term,20
83964,0:01.21,0.04,1.15,6,10,by_term,21
84240,0:01.19,0.02,1.16,6,10,by_term,22
84212,0:01.20,0.06,1.13,6,10,by_term,23
83836,0:01.18,0.05,1.12,6,10,by_term,24
84320,0:01.19,0.04,1.14,6,10,by_term,25
84324,0:01.19,0.06,1.12,6,10,by_term,26
84296,0:01.18,0.04,1.13,6,10,by_term,27
83884,0:01.19,0.04,1.14,6,10,by_term,28
83964,0:01.19,0.04,1.15,6,10,by_term,29
83908,0:01.20,0.03,1.16,6,10,by_term,30
83952,0:01.19,0.05,1.13,6,11,by_term,1
83796,0:01.17,0.03,1.13,6,11,by_term,2
84296,0:01.19,0.06,1.12,6,11,by_term,3
83900,0:01.17,0.05,1.11,6,11,by_term,4
83972,0:01.18,0.02,1.15,6,11,by_term,5
83908,0:01.21,0.05,1.15,6,11,by_term,6
83964,0:01.19,0.03,1.16,6,11,by_term,7
83892,0:01.18,0.06,1.12,6,11,by_term,8
83900,0:01.20,0.06,1.13,6,11,by_term,9
84320,0:01.18,0.05,1.13,6,11,by_term,10
83848,0:01.19,0.03,1.15,6,11,by_term,11
83948,0:01.21,0.07,1.14,6,11,by_term,12
83948,0:01.18,0.05,1.13,6,11,by_term,13
84328,0:01.18,0.04,1.14,6,11,by_term,14
83972,0:01.19,0.02,1.17,6,11,by_term,15
83772,0:01.20,0.04,1.15,6,11,by_term,16
83868,0:01.20,0.02,1.16,6,11,by_term,17
83916,0:01.19,0.04,1.15,6,11,by_term,18
84228,0:01.19,0.05,1.12,6,11,by_term,19
83960,0:01.19,0.03,1.15,6,11,by_term,20
83936,0:01.24,0.07,1.15,6,11,by_term,21
84124,0:01.19,0.04,1.15,6,11,by_term,22
83960,0:01.21,0.03,1.17,6,11,by_term,23
83992,0:01.20,0.05,1.14,6,11,by_term,24
83808,0:01.18,0.05,1.13,6,11,by_term,25
84328,0:01.19,0.06,1.13,6,11,by_term,26
83892,0:01.18,0.04,1.14,6,11,by_term,27
83928,0:01.18,0.05,1.13,6,11,by_term,28
84200,0:01.21,0.04,1.17,6,11,by_term,29
83896,0:01.19,0.03,1.15,6,11,by_term,30
83856,0:01.19,0.05,1.12,6,12,by_term,1
84052,0:01.20,0.04,1.16,6,12,by_term,2
83972,0:01.19,0.05,1.13,6,12,by_term,3
84396,0:01.19,0.05,1.13,6,12,by_term,4
83684,0:01.18,0.04,1.12,6,12,by_term,5
83924,0:01.18,0.03,1.14,6,12,by_term,6
83820,0:01.18,0.04,1.14,6,12,by_term,7
84436,0:01.25,0.02,1.22,6,12,by_term,8
84008,0:01.19,0.07,1.12,6,12,by_term,9
83808,0:01.20,0.04,1.14,6,12,by_term,10
84008,0:01.19,0.04,1.14,6,12,by_term,11
83920,0:01.20,0.03,1.16,6,12,by_term,12
83840,0:01.19,0.04,1.14,6,12,by_term,13
83752,0:01.18,0.03,1.14,6,12,by_term,14
83920,0:01.19,0.06,1.12,6,12,by_term,15
83804,0:01.18,0.04,1.14,6,12,by_term,16
84276,0:01.18,0.05,1.13,6,12,by_term,17
83844,0:01.19,0.04,1.14,6,12,by_term,18
84332,0:01.21,0.03,1.17,6,12,by_term,19
83972,0:01.19,0.04,1.14,6,12,by_term,20
83820,0:01.21,0.03,1.16,6,12,by_term,21
83968,0:01.20,0.06,1.12,6,12,by_term,22
84220,0:01.19,0.02,1.16,6,12,by_term,23
83968,0:01.20,0.03,1.16,6,12,by_term,24
83980,0:01.23,0.04,1.17,6,12,by_term,25
83912,0:01.19,0.06,1.13,6,12,by_term,26
84324,0:01.18,0.03,1.14,6,12,by_term,27
84216,0:01.21,0.06,1.14,6,12,by_term,28
83904,0:01.20,0.05,1.14,6,12,by_term,29
83824,0:01.18,0.05,1.12,6,12,by_term,30
83928,0:01.18,0.05,1.12,6,13,by_term,1
84232,0:01.18,0.03,1.14,6,13,by_term,2
84300,0:01.18,0.05,1.12,6,13,by_term,3
83884,0:01.18,0.06,1.11,6,13,by_term,4
83836,0:01.20,0.04,1.16,6,13,by_term,5
83992,0:01.19,0.03,1.16,6,13,by_term,6
83932,0:01.19,0.05,1.13,6,13,by_term,7
83944,0:01.21,0.04,1.16,6,13,by_term,8
83904,0:01.18,0.05,1.12,6,13,by_term,9
83936,0:01.19,0.04,1.14,6,13,by_term,10
83980,0:01.17,0.04,1.13,6,13,by_term,11
83844,0:01.17,0.03,1.13,6,13,by_term,12
83964,0:01.20,0.05,1.15,6,13,by_term,13
84316,0:01.19,0.04,1.14,6,13,by_term,14
84220,0:01.18,0.04,1.13,6,13,by_term,15
83776,0:01.20,0.05,1.13,6,13,by_term,16
83904,0:01.17,0.04,1.12,6,13,by_term,17
84236,0:01.17,0.06,1.11,6,13,by_term,18
84308,0:01.19,0.05,1.13,6,13,by_term,19
83876,0:01.21,0.03,1.16,6,13,by_term,20
83828,0:01.18,0.06,1.12,6,13,by_term,21
83804,0:01.18,0.04,1.13,6,13,by_term,22
83904,0:01.18,0.02,1.16,6,13,by_term,23
83772,0:01.19,0.03,1.14,6,13,by_term,24
83948,0:01.19,0.04,1.15,6,13,by_term,25
83880,0:01.18,0.06,1.12,6,13,by_term,26
83948,0:01.22,0.02,1.18,6,13,by_term,27
83844,0:01.20,0.03,1.16,6,13,by_term,28
83968,0:01.20,0.04,1.15,6,13,by_term,29
83936,0:01.21,0.04,1.16,6,13,by_term,30
84008,0:01.18,0.03,1.15,6,14,by_term,1
83904,0:01.18,0.05,1.13,6,14,by_term,2
83832,0:01.19,0.04,1.14,6,14,by_term,3
83928,0:01.19,0.04,1.13,6,14,by_term,4
84240,0:01.20,0.06,1.13,6,14,by_term,5
84280,0:01.20,0.02,1.18,6,14,by_term,6
83924,0:01.18,0.04,1.14,6,14,by_term,7
84316,0:01.18,0.04,1.12,6,14,by_term,8
84232,0:01.19,0.07,1.12,6,14,by_term,9
83944,0:01.20,0.05,1.14,6,14,by_term,10
83908,0:01.20,0.04,1.14,6,14,by_term,11
83808,0:01.18,0.06,1.11,6,14,by_term,12
84012,0:01.19,0.04,1.14,6,14,by_term,13
84352,0:01.21,0.04,1.17,6,14,by_term,14
83900,0:01.19,0.03,1.15,6,14,by_term,15
83820,0:01.19,0.05,1.13,6,14,by_term,16
83980,0:01.19,0.03,1.15,6,14,by_term,17
83960,0:01.23,0.06,1.17,6,14,by_term,18
83968,0:01.18,0.04,1.14,6,14,by_term,19
84396,0:01.19,0.02,1.16,6,14,by_term,20
84416,0:01.20,0.02,1.18,6,14,by_term,21
83968,0:01.18,0.03,1.14,6,14,by_term,22
84276,0:01.18,0.05,1.13,6,14,by_term,23
84400,0:01.18,0.05,1.13,6,14,by_term,24
83908,0:01.21,0.06,1.14,6,14,by_term,25
84132,0:01.20,0.04,1.15,6,14,by_term,26
83924,0:01.19,0.04,1.14,6,14,by_term,27
83908,0:01.18,0.03,1.15,6,14,by_term,28
84400,0:01.19,0.03,1.15,6,14,by_term,29
84244,0:01.18,0.02,1.16,6,14,by_term,30
83944,0:01.21,0.04,1.15,6,15,by_term,1
84244,0:01.18,0.04,1.13,6,15,by_term,2
83960,0:01.18,0.0,1.18,6,15,by_term,3
83964,0:01.22,0.03,1.18,6,15,by_term,4
83880,0:01.20,0.02,1.17,6,15,by_term,5
84412,0:01.18,0.04,1.14,6,15,by_term,6
84304,0:01.17,0.04,1.12,6,15,by_term,7
83828,0:01.19,0.04,1.14,6,15,by_term,8
83828,0:01.25,0.06,1.18,6,15,by_term,9
83960,0:01.22,0.05,1.15,6,15,by_term,10
84308,0:01.17,0.06,1.11,6,15,by_term,11
83924,0:01.18,0.03,1.14,6,15,by_term,12
84252,0:01.18,0.03,1.15,6,15,by_term,13
83712,0:01.20,0.05,1.14,6,15,by_term,14
84264,0:01.17,0.04,1.12,6,15,by_term,15
83688,0:01.23,0.03,1.2,6,15,by_term,16
84068,0:01.18,0.04,1.14,6,15,by_term,17
84244,0:01.18,0.04,1.14,6,15,by_term,18
83796,0:01.22,0.06,1.15,6,15,by_term,19
84224,0:01.18,0.05,1.13,6,15,by_term,20
