word,doc_id:freq
longo,"[(0, 1), (5, 1), (9, 1), (11, 1), (17, 1), (19, 1), (31, 1), (35, 1), (39, 1), (55, 1), (59, 5), (60, 1), (62, 1), (65, 1), (72, 1), (83, 1), (86, 1), (90, 1), (93, 1), (101, 1), (102, 2), (104, 1), (107, 2), (126, 1), (127, 1), (128, 2), (133, 1), (135, 1), (137, 1), (139, 1), (142, 2), (146, 2), (149, 2), (150, 1), (170, 2), (173, 1), (178, 1), (182, 1), (200, 1), (202, 1), (204, 1), (205, 1), (206, 2), (210, 1), (214, 1), (216, 2), (218, 1), (221, 1), (229, 2), (239, 1), (240, 1), (242, 1)]"
semana,"[(0, 2), (5, 1), (12, 1), (13, 1), (18, 1), (20, 1), (22, 2), (26, 1), (29, 1), (36, 1), (40, 1), (43, 1), (47, 1), (48, 1), (52, 1), (55, 2), (56, 1), (64, 4), (68, 3), (69, 2), (70, 1), (72, 1), (75, 1), (77, 1), (79, 3), (89, 1), (90, 1), (95, 1), (98, 1), (100, 1), (102, 3), (103, 2), (106, 1), (109, 1), (115, 1), (116, 1), (118, 1), (120, 1), (123, 1), (126, 1), (129, 1), (134, 1), (136, 1), (137, 1), (139, 1), (142, 2), (143, 2), (146, 1), (157, 2), (165, 2), (166, 1), (168, 1), (173, 1), (177, 1), (180, 1), (189, 1), (190, 2), (194, 1), (195, 3), (196, 1), (197, 1), (202, 1), (204, 3), (205, 2), (208, 1), (212, 1), (213, 2), (216, 1), (217, 1), (220, 1), (222, 1), (223, 1), (224, 2), (228, 1), (229, 2), (230, 1), (231, 3), (232, 1), (235, 1), (236, 1), (240, 1), (242, 1), (244, 1)]"
falamos,"[(0, 1), (13, 1), (62, 2), (108, 1), (140, 1), (150, 1), (158, 1), (194, 1)]"
comentar,"[(0, 2), (5, 1), (155, 1), (171, 1), (214, 1), (225, 1)]"
informou,"[(0, 1), (18, 1), (54, 1), (64, 1), (69, 2), (72, 1), (99, 1), (114, 1), (127, 1), (133, 2), (138, 1), (141, 1), (142, 1), (206, 2), (211, 1), (225, 1), (240, 1), (245, 1), (246, 1), (248, 1)]"
recebido,"[(0, 1), (26, 1), (40, 1), (41, 1), (46, 1), (64, 1), (65, 1), (139, 1), (165, 1), (180, 1), (201, 1), (205, 1), (215, 1), (216, 1), (223, 1), (238, 1)]"
proíbe,"[(0, 1), (228, 1)]"
publicação,"[(0, 1), (4, 1), (5, 1), (15, 1), (42, 2), (74, 1), (78, 6), (96, 1), (145, 1), (151, 1), (188, 1), (206, 1), (211, 1), (223, 1), (227, 1), (228, 1)]"
reportagem,"[(0, 1), (13, 1), (78, 1), (118, 1), (200, 1), (206, 1), (216, 1), (219, 1), (222, 3), (223, 1), (228, 1), (229, 4), (234, 1)]"
disponível,"[(0, 1), (54, 1), (79, 1), (85, 1), (118, 1), (204, 1), (210, 2)]"
sites,"[(0, 1), (151, 1), (184, 6)]"
Marinha,"[(0, 1), (64, 2), (68, 1), (165, 1)]"
Exército,"[(0, 1), (5, 3), (6, 6), (45, 2), (64, 2), (82, 1), (85, 1), (92, 1), (94, 1), (103, 4), (114, 4), (171, 1), (180, 1), (203, 1), (207, 1), (227, 1), (228, 7), (229, 2), (236, 1), (237, 3), (244, 1), (245, 1)]"
Aeronáutica,"[(0, 1), (20, 1), (206, 1)]"
proibição,"[(0, 1), (81, 1), (89, 1), (105, 2), (142, 1), (160, 1)]"
legal,"[(0, 2), (6, 2), (21, 1), (116, 1), (123, 1), (124, 1), (149, 1), (150, 1), (160, 2), (206, 1), (222, 1)]"
traz,"[(0, 1), (62, 1), (68, 1), (71, 1), (124, 1), (175, 1), (182, 1), (198, 1), (200, 2), (216, 1)]"
tensão,"[(0, 1), (31, 1), (42, 1), (85, 1), (98, 1), (128, 1), (150, 1), (165, 1), (197, 1), (213, 2), (215, 4), (216, 1)]"
avançada,"[(0, 1), (100, 1), (216, 1)]"
ministro,"[(0, 1), (2, 1), (17, 2), (18, 6), (22, 1), (24, 1), (25, 2), (26, 1), (35, 1), (36, 2), (41, 2), (58, 1), (62, 5), (64, 1), (68, 1), (81, 1), (83, 1), (94, 2), (99, 1), (103, 1), (104, 2), (106, 1), (114, 4), (123, 2), (139, 1), (148, 1), (150, 3), (155, 1), (165, 1), (172, 1), (173, 1), (203, 2), (204, 2), (208, 7), (212, 5), (214, 6), (217, 1), (219, 2), (220, 4), (221, 10), (224, 5), (230, 3), (232, 5), (234, 2), (235, 2), (239, 10), (245, 1), (246, 1)]"
STF,"[(0, 1), (46, 1)]"
Supremo,"[(0, 1), (87, 1), (105, 2), (161, 1), (218, 1), (228, 1)]"
Tribunal,"[(0, 1), (38, 1), (46, 2), (51, 1), (62, 1), (75, 1), (87, 1), (103, 1), (105, 1), (118, 1), (130, 1), (161, 1), (201, 1), (205, 2), (206, 2), (216, 1), (218, 2), (219, 2), (222, 1), (228, 1)]"
Federal,"[(0, 1), (1, 1), (5, 1), (6, 1), (23, 1), (33, 1), (114, 1), (133, 1), (137, 1), (138, 1), (143, 1), (150, 2), (161, 2), (164, 1), (165, 1), (167, 2), (170, 2), (172, 4), (177, 1), (201, 1), (202, 1), (203, 1), (206, 2), (207, 2), (209, 1), (213, 3), (216, 2), (218, 1), (219, 2), (222, 1), (225, 1), (227, 1), (228, 2), (232, 1), (235, 1), (238, 2), (247, 2)]"
Gilmar,"[(0, 1)]"
Mendes,"[(0, 2), (167, 1), (242, 3)]"
negou,"[(0, 1), (8, 1), (72, 1), (78, 2), (102, 1), (206, 1), (212, 1), (229, 1)]"
seguimento,"[(0, 1), (220, 1)]"
mandado,"[(0, 1), (32, 1), (46, 1), (223, 1)]"
segurança,"[(0, 1), (6, 1), (7, 1), (8, 1), (11, 3), (18, 1), (22, 1), (25, 2), (35, 1), (39, 1), (40, 1), (41, 1), (60, 1), (62, 1), (64, 6), (68, 2), (75, 2), (76, 1), (86, 1), (90, 2), (95, 1), (98, 1), (104, 1), (110, 2), (130, 1), (133, 3), (142, 2), (149, 2), (150, 1), (152, 2), (154, 1), (165, 1), (172, 1), (178, 2), (213, 1), (234, 1), (238, 6), (246, 2), (248, 1)]"
apresentado,"[(0, 1), (21, 1), (27, 1), (74, 1), (89, 2), (90, 1), (95, 1), (152, 1), (165, 1), (169, 1), (186, 1), (209, 1), (216, 1), (218, 1), (224, 1), (227, 1)]"
parentes,"[(0, 1), (5, 1), (38, 2), (101, 2), (113, 2), (127, 1), (168, 1), (185, 1), (207, 1), (248, 1)]"
vítimas,"[(0, 1), (2, 1), (4, 1), (5, 1), (28, 3), (39, 3), (51, 5), (58, 1), (62, 1), (72, 2), (75, 3), (79, 2), (92, 1), (94, 4), (96, 1), (113, 2), (127, 2), (145, 1), (158, 1), (165, 1), (168, 3), (171, 1), (178, 1), (179, 1), (184, 1), (194, 1), (222, 1), (223, 1), (229, 3), (237, 6), (240, 1), (243, 1), (244, 1)]"
Instituto,"[(0, 1), (5, 1), (18, 1), (83, 1), (95, 1), (107, 1), (126, 1), (128, 1), (129, 1), (159, 1), (167, 1), (180, 1), (201, 1), (220, 1), (222, 1), (225, 1), (232, 1), (235, 1), (238, 2)]"
suspender,"[(0, 1), (142, 1)]"
atos,"[(0, 1), (8, 1), (28, 1), (30, 1), (87, 1), (91, 1), (116, 1), (150, 2), (163, 1), (168, 1), (171, 1), (174, 2), (213, 1), (215, 1), (237, 1), (246, 1)]"
comemoração,"[(0, 1), (40, 1), (165, 1), (222, 1)]"
entrou,"[(0, 1), (1, 1), (36, 1), (46, 1), (64, 1), (68, 1), (85, 1), (97, 1), (102, 1), (109, 1), (111, 1), (114, 1), (142, 2), (150, 2), (171, 1), (196, 1), (204, 1), (248, 2)]"
mérito,"[(0, 1), (109, 1), (129, 2), (224, 1)]"
afirmando,"[(0, 1), (1, 2), (2, 1), (18, 1), (76, 1), (91, 1), (204, 1), (207, 1), (221, 1), (228, 1)]"
instrumento,"[(0, 1), (18, 1), (145, 1), (151, 1), (202, 1)]"
aplicava,"[(0, 1), (13, 1)]"
usou,"[(0, 1), (30, 1), (81, 1), (91, 1), (109, 1), (144, 1), (248, 1)]"
repetir,"[(0, 1), (75, 1), (82, 1), (150, 1)]"
elogiosamente,"[(0, 1)]"
definição,"[(0, 1), (46, 1), (59, 1), (122, 1), (208, 2), (219, 1)]"
corte,"[(0, 1), (18, 1), (19, 1), (23, 1), (114, 1), (135, 1), (174, 1), (176, 2), (182, 2), (222, 1), (243, 1)]"
Antonio,"[(0, 1), (94, 1), (136, 1), (174, 1), (181, 2), (198, 5), (205, 1), (206, 1), (225, 1)]"
Dias,"[(0, 1), (76, 1), (105, 1), (165, 2), (180, 1), (225, 1)]"
Toffoli,"[(0, 2), (165, 1), (225, 1)]"
passado,"[(0, 1), (2, 3), (5, 2), (7, 2), (9, 1), (15, 1), (17, 1), (18, 1), (21, 1), (24, 1), (26, 1), (28, 4), (39, 1), (40, 2), (41, 1), (44, 1), (45, 2), (49, 1), (53, 1), (54, 3), (55, 1), (56, 1), (57, 1), (58, 2), (59, 1), (62, 2), (63, 2), (64, 3), (72, 2), (75, 1), (78, 1), (83, 2), (88, 1), (94, 3), (95, 2), (102, 1), (103, 1), (107, 1), (111, 1), (112, 1), (114, 2), (118, 1), (119, 1), (124, 1), (125, 1), (126, 3), (132, 1), (134, 2), (135, 1), (136, 1), (137, 2), (140, 1), (142, 2), (144, 1), (146, 1), (148, 1), (154, 1), (156, 1), (164, 2), (165, 3), (171, 4), (181, 1), (182, 1), (187, 1), (191, 1), (192, 2), (194, 2), (195, 2), (196, 1), (206, 1), (209, 1), (216, 2), (222, 1), (226, 2), (229, 1), (231, 2), (232, 1), (237, 2), (238, 1), (241, 1), (242, 2), (243, 1), (247, 1), (248, 1)]"
refiro,"[(0, 2)]"
revolução,"[(0, 1), (15, 2), (22, 1), (24, 2), (64, 1), (68, 1), (85, 2), (124, 1), (157, 1), (169, 1), (189, 1), (207, 1)]"
movimento,"[(0, 1), (5, 1), (9, 1), (10, 9), (17, 1), (19, 1), (21, 1), (24, 3), (28, 1), (29, 1), (30, 1), (39, 1), (41, 1), (59, 1), (68, 4), (81, 2), (93, 1), (106, 1), (109, 1), (112, 1), (119, 1), (125, 1), (137, 1), (148, 1), (150, 1), (151, 1), (156, 2), (164, 1), (165, 4), (166, 1), (171, 1), (200, 1), (215, 4), (216, 2), (221, 1), (222, 1), (229, 1), (232, 1), (245, 2), (247, 1)]"
frase,"[(0, 1), (12, 1), (63, 1), (94, 1), (98, 1), (101, 1), (165, 1), (168, 1), (181, 1), (182, 1), (214, 1), (215, 1), (229, 1), (231, 1)]"
interpretação,"[(0, 1), (18, 1), (24, 1), (109, 1), (150, 1), (181, 2), (184, 1), (194, 1), (196, 1)]"
vesgamente,"[(0, 1)]"
enviesada,"[(0, 1)]"
procura,"[(0, 1), (5, 1), (40, 1), (59, 1), (94, 1), (96, 1), (141, 1), (159, 1), (165, 1), (197, 1), (207, 1), (220, 1), (231, 1)]"
existe,"[(0, 1), (2, 1), (13, 1), (17, 1), (18, 1), (23, 1), (24, 2), (28, 2), (30, 1), (44, 1), (46, 1), (81, 1), (83, 1), (86, 1), (87, 1), (88, 1), (118, 1), (123, 1), (129, 1), (136, 1), (150, 1), (151, 1), (156, 1), (163, 1), (168, 1), (171, 1), (179, 1), (181, 1), (196, 1), (200, 1), (201, 1), (206, 1), (210, 1), (214, 1), (216, 1), (217, 1), (220, 7), (234, 2), (235, 1), (236, 1), (247, 2)]"
história,"[(0, 1), (2, 11), (4, 1), (5, 4), (7, 1), (8, 2), (10, 1), (11, 1), (12, 2), (13, 3), (14, 1), (16, 2), (24, 6), (33, 3), (39, 1), (40, 1), (49, 1), (50, 1), (52, 1), (53, 1), (54, 2), (59, 1), (62, 1), (68, 1), (73, 1), (75, 1), (79, 1), (94, 1), (96, 1), (99, 1), (108, 1), (112, 1), (113, 1), (120, 1), (128, 1), (131, 1), (137, 1), (142, 2), (145, 3), (150, 4), (158, 1), (159, 2), (161, 1), (163, 2), (164, 1), (165, 3), (166, 1), (167, 1), (168, 2), (170, 1), (171, 1), (172, 1), (173, 1), (176, 1), (177, 1), (180, 1), (181, 2), (183, 3), (185, 1), (186, 1), (187, 1), (189, 1), (192, 2), (194, 1), (195, 1), (196, 3), (197, 6), (198, 1), (199, 1), (203, 1), (207, 2), (211, 1), (215, 3), (217, 1), (220, 1), (222, 2), (223, 1), (227, 1), (228, 1), (232, 3), (237, 1), (240, 1), (243, 1), (247, 2)]"
resultado,"[(0, 1), (18, 1), (27, 3), (30, 1), (48, 1), (55, 2), (59, 1), (63, 1), (68, 2), (81, 1), (89, 1), (90, 1), (96, 1), (106, 2), (109, 1), (112, 1), (117, 1), (118, 1), (120, 1), (124, 1), (126, 3), (127, 1), (137, 2), (138, 1), (144, 2), (145, 1), (146, 1), (150, 1), (165, 1), (172, 2), (180, 1), (184, 1), (186, 1), (187, 1), (192, 1), (194, 1), (202, 2), (210, 2), (225, 2), (231, 1), (236, 1), (240, 1)]"
limite,"[(0, 2), (30, 1), (44, 1), (100, 1), (106, 1), (110, 1), (118, 1), (123, 2), (129, 1), (134, 1), (136, 1), (165, 3), (243, 1)]"
ultrapassado,"[(0, 1)]"
preconizam,"[(0, 1)]"
deixar,"[(0, 1), (5, 1), (7, 1), (13, 1), (17, 1), (25, 1), (27, 1), (31, 1), (44, 2), (45, 1), (46, 1), (56, 1), (64, 1), (65, 1), (68, 3), (78, 1), (81, 1), (104, 1), (106, 1), (108, 1), (114, 1), (119, 1), (137, 2), (147, 1), (150, 1), (151, 1), (156, 2), (162, 1), (165, 2), (171, 1), (172, 1), (173, 2), (190, 1), (196, 2), (198, 1), (207, 1), (213, 2), (215, 1), (234, 1), (247, 1), (248, 1)]"
EL,"[(0, 1), (5, 2), (8, 1), (12, 3), (15, 1), (31, 1), (33, 1), (34, 1), (36, 1), (43, 1), (47, 1), (58, 2), (59, 1), (60, 1), (84, 1), (88, 1), (92, 1), (106, 1), (111, 2), (114, 1), (119, 1), (132, 1), (161, 1), (180, 1), (182, 1), (189, 1), (192, 1), (198, 1), (200, 1), (201, 1), (202, 1), (203, 1), (207, 2), (209, 1), (222, 3), (225, 1), (232, 1), (234, 1), (248, 2)]"
PAÍS,"[(0, 1), (5, 2), (8, 1), (12, 3), (15, 1), (31, 1), (33, 1), (34, 1), (36, 1), (43, 1), (47, 1), (58, 2), (59, 1), (60, 1), (84, 1), (88, 1), (92, 1), (106, 1), (111, 2), (114, 1), (119, 1), (132, 1), (161, 1), (180, 1), (182, 1), (189, 1), (192, 1), (198, 1), (200, 1), (201, 1), (202, 1), (203, 1), (207, 2), (209, 1), (222, 3), (225, 1), (232, 1), (234, 1), (248, 2)]"
historiador,"[(0, 1), (2, 2), (24, 3), (40, 1), (62, 1), (164, 2), (166, 1), (180, 1), (207, 2)]"
24,"[(1, 1), (18, 1), (39, 1), (44, 1), (54, 1), (58, 1), (70, 1), (72, 1), (86, 1), (108, 1), (113, 2), (121, 1), (132, 1), (136, 1), (150, 1), (166, 1), (168, 1), (174, 1), (183, 1), (207, 1), (216, 1), (228, 1)]"
completa,"[(1, 1), (6, 1), (24, 1), (36, 2), (45, 1), (51, 1), (63, 1), (69, 1), (74, 1), (109, 1), (122, 1), (148, 1), (164, 1), (174, 2), (177, 1), (215, 1), (235, 1)]"
55,"[(1, 1), (24, 1), (26, 1), (125, 1), (139, 1), (164, 2), (165, 1), (207, 1), (215, 1), (227, 1), (229, 1), (242, 1)]"
domingo,"[(1, 1), (4, 3), (7, 2), (41, 2), (44, 1), (45, 1), (48, 1), (55, 5), (56, 1), (62, 1), (65, 1), (69, 1), (76, 2), (79, 1), (85, 2), (97, 1), (99, 1), (100, 1), (102, 1), (119, 2), (133, 1), (150, 1), (165, 1), (171, 1), (195, 1), (209, 1), (217, 1), (221, 1), (227, 1), (228, 3), (229, 3), (237, 1)]"
Justiça,"[(1, 2), (2, 1), (13, 1), (18, 2), (25, 1), (28, 1), (38, 1), (46, 3), (49, 1), (65, 7), (72, 3), (75, 2), (87, 1), (94, 2), (102, 1), (103, 3), (105, 1), (109, 1), (113, 1), (118, 1), (142, 1), (161, 7), (201, 1), (203, 3), (204, 1), (208, 3), (212, 2), (216, 3), (222, 2), (223, 1), (224, 1), (225, 2), (228, 1), (230, 1), (234, 2), (235, 1), (239, 1), (240, 1)]"
derrubou,"[(1, 1), (137, 1)]"
comemorações,"[(1, 1), (5, 1), (164, 1), (207, 4)]"
Advocacia,"[(1, 2)]"
União,"[(1, 2), (15, 1), (20, 2), (23, 1), (36, 2), (41, 1), (85, 1), (89, 1), (90, 1), (106, 1), (113, 1), (124, 1), (125, 1), (128, 2), (131, 1), (133, 1), (142, 1), (165, 1), (172, 1), (184, 1), (212, 1), (215, 1), (216, 1), (218, 1), (219, 3), (224, 2), (247, 2)]"
AGU,"[(1, 3)]"
recorreu,"[(1, 1)]"
poucas,"[(1, 1), (9, 1), (36, 1), (45, 1), (122, 1), (123, 1), (124, 1), (132, 1), (137, 1), (142, 1), (145, 1), (148, 1), (155, 1), (183, 1), (189, 1), (196, 1), (197, 1), (246, 2)]"
manhã,"[(1, 1), (4, 1), (26, 1), (29, 1), (44, 1), (49, 1), (53, 1), (55, 1), (79, 2), (85, 1), (93, 1), (107, 1), (109, 1), (118, 1), (194, 4), (207, 1), (212, 1), (215, 2), (217, 1), (227, 1), (228, 2), (234, 1), (245, 1)]"
sábado,"[(1, 1), (11, 1), (43, 1), (44, 1), (64, 1), (67, 1), (68, 1), (77, 1), (116, 1), (157, 1), (225, 1), (228, 2), (237, 1), (244, 1), (246, 2)]"
desembargadora,"[(1, 1)]"
Maria,"[(1, 1), (5, 1), (71, 1), (75, 4), (78, 2), (137, 1), (139, 1), (150, 2), (163, 2), (174, 2), (176, 1), (193, 1), (194, 1), (205, 1), (215, 5), (222, 1)]"
Carmo,"[(1, 1)]"
Cardoso,"[(1, 1)]"
cassou,"[(1, 1), (165, 1)]"
polêmica,"[(1, 1), (2, 1), (28, 1), (41, 1), (62, 1), (106, 1), (173, 2), (197, 1), (228, 1), (237, 1)]"
torno,"[(1, 1), (21, 1), (22, 1), (23, 1), (28, 1), (31, 3), (64, 1), (83, 1), (107, 2), (109, 1), (122, 1), (124, 1), (134, 1), (136, 1), (143, 1), (151, 2), (171, 1), (172, 3), (203, 1)]"
caso,"[(1, 2), (2, 1), (3, 1), (4, 2), (5, 1), (6, 3), (7, 1), (11, 2), (17, 1), (18, 1), (23, 3), (24, 1), (28, 2), (29, 1), (30, 1), (32, 2), (36, 4), (42, 2), (44, 1), (59, 1), (62, 2), (65, 3), (68, 1), (72, 1), (74, 1), (75, 2), (81, 1), (83, 1), (88, 2), (89, 2), (91, 1), (95, 1), (96, 1), (98, 1), (102, 4), (103, 1), (107, 1), (111, 3), (112, 1), (116, 2), (118, 6), (121, 1), (122, 1), (124, 1), (129, 1), (130, 1), (132, 1), (134, 1), (137, 1), (142, 4), (143, 1), (149, 3), (150, 9), (154, 1), (156, 1), (160, 1), (161, 2), (162, 1), (164, 2), (165, 1), (172, 4), (177, 1), (179, 1), (181, 1), (185, 1), (187, 1), (196, 4), (201, 3), (203, 1), (205, 3), (206, 3), (210, 1), (213, 2), (214, 1), (216, 3), (221, 1), (222, 5), (223, 3), (225, 3), (227, 1), (228, 3), (229, 2), (238, 2), (243, 1), (247, 2)]"
Defensoria,"[(1, 3), (38, 3), (75, 2), (165, 1)]"
Pública,"[(1, 1), (21, 1), (24, 1), (38, 1), (75, 2), (77, 1), (104, 1), (114, 1), (132, 2), (150, 1), (165, 1), (206, 4), (210, 1), (216, 2), (225, 1), (245, 1)]"
pedido,"[(1, 1), (17, 1), (26, 1), (29, 2), (42, 1), (49, 1), (72, 2), (75, 1), (88, 1), (106, 1), (124, 1), (142, 1), (161, 2), (171, 1), (173, 1), (181, 1), (187, 1), (201, 1), (203, 2), (206, 1), (208, 1), (219, 1), (222, 2), (225, 1), (226, 2), (229, 1), (239, 1)]"
suspensão,"[(1, 1), (34, 1), (118, 1), (133, 1), (142, 6), (219, 1)]"
celebrações,"[(1, 1), (93, 1)]"
evento,"[(1, 1), (22, 3), (25, 1), (42, 1), (79, 1), (102, 1), (118, 1), (129, 1), (145, 1), (195, 1), (231, 3), (246, 1)]"
relacionado,"[(1, 1), (4, 1), (9, 1), (69, 1), (103, 1), (190, 1)]"
feria,"[(1, 1)]"
memória,"[(1, 1), (2, 5), (11, 1), (14, 1), (28, 8), (74, 1), (75, 1), (94, 1), (113, 3), (150, 3), (157, 1), (161, 1), (164, 3), (165, 1), (168, 3), (174, 1), (181, 2), (182, 1), (197, 1), (229, 1), (237, 3), (243, 1)]"
verdades,"[(1, 1), (62, 1), (222, 1)]"
históricas,"[(1, 1), (2, 1), (24, 1), (163, 1), (164, 1)]"
visão,"[(1, 2), (2, 2), (24, 1), (59, 1), (68, 2), (74, 1), (111, 1), (151, 1), (154, 5), (159, 1), (167, 1), (171, 1), (197, 1), (200, 1), (207, 1), (209, 1), (210, 2), (238, 1), (247, 1)]"
ações,"[(1, 1), (18, 1), (21, 3), (26, 1), (27, 1), (36, 1), (39, 1), (65, 1), (76, 1), (77, 1), (107, 1), (125, 2), (127, 1), (132, 2), (133, 2), (138, 1), (141, 2), (142, 1), (144, 3), (164, 1), (168, 3), (172, 2), (174, 2), (178, 1), (188, 1), (207, 1), (213, 1), (216, 1), (222, 2), (223, 1), (238, 2), (240, 1), (247, 1)]"
propostas,"[(1, 1), (75, 2), (89, 1), (137, 1), (165, 1), (219, 2), (230, 1), (235, 1), (247, 1)]"
preenchiam,"[(1, 1)]"
requisitos,"[(1, 1), (187, 1), (216, 1)]"
necessários,"[(1, 1), (2, 1), (20, 1), (32, 1), (69, 1), (88, 1), (107, 1), (135, 1), (142, 1), (165, 1), (188, 1), (204, 1), (208, 1), (226, 1)]"
concessão,"[(1, 1), (45, 1), (46, 1), (83, 1), (107, 2), (138, 4), (218, 2)]"
mantida,"[(1, 1), (23, 1), (30, 1)]"
poderia,"[(1, 1), (5, 1), (10, 1), (12, 2), (16, 1), (23, 1), (29, 1), (33, 2), (35, 1), (36, 1), (45, 1), (46, 1), (54, 1), (62, 1), (64, 1), (65, 1), (75, 1), (81, 1), (87, 3), (89, 1), (107, 1), (124, 1), (131, 2), (142, 3), (144, 1), (149, 2), (150, 1), (155, 1), (156, 1), (161, 1), (172, 1), (173, 1), (183, 1), (188, 1), (193, 1), (194, 2), (201, 2), (209, 2), (214, 1), (220, 1), (221, 2), (223, 1), (229, 2), (238, 2), (239, 1), (243, 2), (247, 1)]"
afetar,"[(1, 1), (142, 1), (202, 1), (212, 1)]"
separação,"[(1, 1), (80, 1), (144, 2), (170, 2), (192, 1)]"
visões,"[(1, 1)]"
constitucionais,"[(1, 1), (170, 1), (172, 1), (205, 1), (227, 1)]"
alega,"[(1, 1), (46, 1), (184, 1)]"
deveria,"[(1, 1), (5, 2), (14, 1), (23, 1), (27, 1), (30, 1), (45, 1), (64, 1), (68, 1), (76, 1), (79, 2), (89, 1), (90, 1), (104, 1), (111, 1), (121, 1), (149, 2), (150, 2), (151, 1), (152, 1), (154, 1), (157, 1), (159, 1), (163, 1), (177, 1), (179, 1), (204, 2), (212, 1), (213, 1), (219, 3), (220, 1), (224, 2), (232, 1), (239, 1), (247, 1)]"
atuar,"[(1, 1), (6, 1), (124, 1), (213, 1), (216, 4), (238, 1)]"
primordialmente,"[(1, 1)]"
defesa,"[(1, 1), (25, 2), (37, 2), (41, 2), (44, 1), (50, 2), (54, 1), (55, 1), (61, 1), (66, 1), (73, 2), (80, 1), (81, 1), (91, 1), (92, 1), (94, 1), (98, 1), (100, 2), (110, 1), (115, 1), (119, 1), (120, 1), (142, 1), (171, 2), (172, 1), (201, 1), (207, 1), (218, 1), (220, 2), (224, 1), (225, 1), (226, 1), (237, 1)]"
carentes,"[(1, 1), (109, 1)]"
recursos,"[(1, 1), (27, 2), (35, 1), (46, 1), (56, 1), (64, 1), (79, 2), (80, 2), (86, 1), (100, 2), (101, 1), (108, 1), (109, 3), (110, 1), (114, 4), (129, 2), (135, 1), (149, 1), (151, 1), (200, 1), (201, 1), (206, 3), (209, 4), (212, 1), (228, 1)]"
econômicos,"[(1, 1), (31, 2), (74, 1), (95, 1), (137, 1), (143, 1), (149, 1), (151, 1), (184, 1), (239, 1)]"
necessitados,"[(1, 1), (96, 1), (236, 1)]"
jurídicos,"[(1, 1)]"
cabe,"[(1, 1), (59, 1), (144, 1), (172, 1), (190, 1), (220, 1)]"
determinou,"[(2, 1), (45, 1), (133, 1), (134, 1), (164, 1), (165, 1), (240, 1), (241, 1)]"
estratégia,"[(2, 1), (30, 1), (31, 1), (39, 1), (62, 1), (64, 3), (68, 2), (80, 1), (81, 2), (90, 1), (98, 1), (105, 1), (107, 2), (137, 1), (145, 1), (149, 2), (150, 1), (151, 1), (165, 5), (174, 1), (207, 1), (220, 1), (224, 1), (240, 1)]"
mudar,"[(2, 3), (12, 1), (13, 1), (18, 1), (24, 3), (25, 1), (36, 1), (46, 1), (48, 1), (55, 1), (58, 1), (61, 1), (62, 1), (68, 1), (77, 1), (81, 1), (107, 1), (109, 1), (124, 2), (156, 1), (165, 1), (190, 1), (192, 1), (202, 1), (217, 1), (224, 1), (248, 1)]"
narrativa,"[(2, 4), (13, 1), (17, 1), (59, 1), (68, 1), (162, 2), (164, 1), (165, 1), (189, 2), (196, 2)]"
conta,"[(2, 3), (3, 1), (5, 6), (6, 4), (8, 1), (11, 1), (12, 1), (16, 1), (18, 2), (27, 1), (35, 1), (45, 1), (46, 5), (49, 2), (56, 1), (62, 1), (64, 2), (77, 1), (78, 1), (79, 1), (82, 1), (85, 1), (94, 1), (95, 1), (98, 1), (101, 1), (108, 2), (110, 1), (113, 2), (124, 1), (126, 1), (127, 1), (129, 1), (133, 1), (137, 2), (140, 1), (142, 1), (145, 1), (148, 1), (150, 1), (157, 1), (159, 1), (165, 1), (166, 1), (174, 1), (181, 1), (182, 3), (189, 3), (194, 2), (198, 1), (200, 1), (202, 1), (206, 2), (213, 2), (215, 4), (216, 6), (218, 1), (222, 2), (223, 5), (228, 1), (231, 1), (232, 1), (234, 1), (244, 1), (248, 6)]"
trouxe,"[(2, 1), (3, 1), (40, 2), (78, 1), (124, 1)]"
tona,"[(2, 1), (62, 3), (65, 1), (161, 1), (222, 2)]"
discussões,"[(2, 2), (32, 1), (201, 1), (220, 3), (234, 1), (238, 1)]"
isoladas,"[(2, 1), (69, 1), (241, 1)]"
universo,"[(2, 1), (59, 1), (109, 1), (148, 1), (155, 1), (157, 1), (162, 1), (186, 1), (197, 2), (204, 1)]"
acadêmico,"[(2, 1), (32, 1), (35, 1), (129, 1), (157, 1), (181, 1)]"
Afinal,"[(2, 1), (18, 1), (62, 1), (149, 1), (184, 1)]"
tática,"[(2, 1), (56, 1), (120, 1), (162, 1)]"
simples,"[(2, 1), (29, 2), (56, 1), (59, 1), (63, 1), (114, 1), (117, 1), (129, 1), (151, 1), (153, 1), (154, 1), (155, 1), (159, 1), (171, 1), (197, 1), (201, 1), (207, 1), (210, 2), (226, 1), (248, 1)]"
revisão,"[(2, 2), (24, 4), (31, 1), (131, 3), (150, 1)]"
enriquecer,"[(2, 1)]"
negação,"[(2, 2), (24, 1), (59, 1)]"
fatos,"[(2, 2), (18, 1), (24, 6), (28, 1), (30, 1), (62, 1), (74, 1), (88, 6), (103, 1), (120, 1), (128, 2), (133, 1), (156, 1), (159, 1), (165, 3), (170, 2), (172, 1), (200, 2), (203, 1), (205, 4), (210, 2), (229, 3)]"
históricos,"[(2, 1), (6, 1), (24, 1), (41, 1), (42, 1)]"
